1.436572979927301219e+01,5.537675502688491624e-01,3.110546023515038172e+00,1.692599858397148793e+01,4.735051965464053048e+00,-1.506218388065204139e-01
1.410920196347923472e+01,1.432485780902642780e+00,6.199492386649579245e+00,1.365456562662332196e+01,1.394727019951912395e+00,3.678605112057660609e+00
1.318516744667998175e+01,3.189108519713326206e+00,3.385149834934742863e+00,1.460261867780621259e+01,2.536047949997974449e+00,2.940170014138233423e+00
1.385321837771471287e+01,4.054051448913197575e+00,4.275845019687364967e+00,1.108004132483459259e+01,1.766623974270701725e+00,3.989712253302283962e+00
1.864368709613744102e+01,3.750021525699969605e+00,6.036814530932596234e+00,1.960453673884043369e+01,2.970194475177371451e+00,1.710175242674140783e+00
1.547424977885406250e+01,5.405079119044168046e+00,5.263230485672522718e+00,1.618200418585263733e+01,5.957710845792309584e+00,4.465174297222332278e+00
1.396559612406916884e+01,4.425304587373038778e+00,4.983507428520403515e+00,1.605513388035950229e+01,2.699081952878705337e+00,4.156116100048908635e+00
1.616500790385846642e+01,4.408394178402113894e+00,3.701307968482677069e+00,1.639084229222353173e+01,3.030294791209906524e+00,9.685987538076434866e-01
1.006912977113346130e+01,2.522925877879786505e+00,8.930903404160176251e+00,1.918264322479806339e+01,2.293390779513787336e+00,7.258270942677891302e-01
1.586954925504288916e+01,3.783426489357957223e+00,5.292929644716394044e+00,1.638634570757385589e+01,5.607695133575943736e+00,5.804544444705535433e+00
1.658999295970935250e+01,4.540455741126053546e+00,5.196626084954546698e+00,1.734307492693224617e+01,2.621041107402663162e+00,2.806033803293929374e+00
1.171876379811651603e+01,5.401629076630150017e+00,7.747381122268151010e+00,1.515935057165267352e+01,4.960120690568642132e+00,3.398915042552471011e+00
1.415950676869585045e+01,3.397079610339019951e+00,1.978476653787562267e-01,1.394711981223546893e+01,6.375153190431071870e+00,4.496013052278984290e+00
1.503461994889975450e+01,1.449964907690032057e+00,-2.651886673064130395e+00,1.445387927114520643e+01,9.745740248986782817e-01,-1.546357477757309029e+00
1.696649983512495652e+01,8.405662139240428488e+00,5.645658221506851149e+00,1.579209040461018887e+01,8.851389158187368267e+00,2.308128920171723220e+00
1.579163614429251616e+01,1.046163750309111740e-01,3.051935310550514036e+00,1.529163860844365175e+01,2.247016541188437078e+00,4.408902895108582243e+00
1.672703493458739032e+01,3.775938548594924171e+00,4.590301446534375884e+00,1.627897822106370995e+01,4.233399167190869505e+00,6.107171728606592076e+00
1.184570490002159104e+01,1.898638650897898295e+00,6.684178343283377011e+00,1.197418506296559038e+01,3.175076424152537768e+00,-1.688168427070592739e-02
1.620350914804202347e+01,2.441625717847712540e+00,5.107677857566844892e+00,1.192674553341690569e+01,6.050654309047733825e+00,2.543019236472632283e+00
1.535892433339156682e+01,-2.500758885581706448e+00,6.791290009438691655e+00,1.374142045562099668e+01,5.373622685059278759e+00,3.701948574192740704e+00
1.252319424511224710e+01,2.018520885515207475e+00,1.348159075739898016e+00,1.350934205614242956e+01,6.653863162631114214e+00,5.433043983761287166e+00
1.173082478532616335e+01,5.302113407720279170e+00,2.537345685541448681e+00,1.185934403645747715e+01,4.860736459687412747e+00,3.795373441121541624e+00
1.517357015824352828e+01,3.133451154085737933e+00,2.811528519331528031e+00,1.177990007404974548e+01,4.561031148004617286e+00,3.670894292415921356e+00
1.499666189458613275e+01,3.980830232865411045e+00,4.623153981403588908e+00,1.356192884244692998e+01,5.734765929686662211e+00,9.569337040358464330e-01
1.426173131759051493e+01,3.122482248032760310e+00,3.317208214977942937e+00,1.397500735011744055e+01,1.940433562419033864e+00,3.007034666650822086e+00
1.334140253608278748e+01,2.175514163520452460e+00,-2.542724684692057036e+00,1.220995316338443359e+01,2.678507875968556995e+00,8.785396302916913536e-01
1.888727249053600588e+01,6.817827930491381139e+00,8.599120612942776631e+00,1.628032829934203463e+01,2.024310578925890169e+00,3.030964564104932091e+00
1.281287820002456357e+01,4.582988500489699746e+00,4.803021449621590611e-01,1.034317433703777667e+01,1.113081846025350874e+00,2.155928403068867460e+00
2.032846432243045243e+01,8.829617349563951834e-01,3.462608358742454845e-02,1.543022120640518224e+01,1.682079838110071890e+00,2.855087820820919053e-01
1.411909190054127805e+01,3.492635938791460504e+00,5.293944833935164240e+00,1.550713249022184037e+01,3.811487346285266753e+00,3.066928139707478351e+00
1.798201328636855578e+01,1.918274659419695771e+00,4.595094979420242254e+00,1.398966108575511313e+01,4.051247987071387335e+00,3.821581865479938500e+00
1.982364532768408694e+01,1.443712492998226793e+00,2.570894526906952748e+00,1.390681381553504004e+01,1.439863177362856739e+00,2.142553415283988461e+00
1.696035324336924788e+01,3.492372705092924523e+00,2.510865760438239391e+00,1.597874434856883141e+01,-8.417466789799560312e-01,3.603522355147815048e+00
1.467340432515667281e+01,4.630885838504100960e+00,4.071283696319442313e+00,1.733485654385449237e+01,4.673955305453242559e+00,5.321451526599009441e+00
1.985123265347529298e+01,2.504522646249001117e+00,3.057433755609602510e+00,1.698116499511783317e+01,6.050361829295807237e-01,5.110633665830106587e+00
1.273015352823789748e+01,2.321787017680949639e+00,3.529828175176591643e+00,1.395634513284452538e+01,2.768979922527027959e+00,3.614562852399811899e+00
1.767620641534879056e+01,5.360868726048638733e-01,1.436763389395074642e+00,1.735535370192165416e+01,-1.827258146017485707e+00,4.502677325352781867e-01
1.399457215607965033e+01,4.289945357491996347e+00,6.836323868495013389e-01,1.690028732256116939e+01,2.402761459029918445e+00,1.668739570994860255e+00
1.474679172692887263e+01,4.596074330927344853e+00,2.134833501280322121e+00,1.611826196754694607e+01,1.859479011667813708e+00,5.102249642623593928e+00
1.381844558745066642e+01,-7.313495654044720878e-03,4.218828612043375337e+00,1.387868065805897544e+01,-5.714141265792856972e-01,2.919115033223960598e+00
1.650375678985034256e+01,6.709694010292745148e+00,8.633596484665636339e+00,1.297949340639058136e+01,4.212751378574459693e+00,5.772161244627660004e+00
1.951148830402497580e+01,6.072888591008487325e+00,8.793178371918388692e+00,1.513357612983519651e+01,-2.605484830821562792e+00,5.929919104683057718e+00
1.527985098453741664e+01,3.655750468685348586e+00,5.846763996771072947e+00,1.386069245465611033e+01,2.056221963756763138e+00,5.158841578122880911e+00
1.618470635445390116e+01,3.673145979518611881e+00,3.394476684731223326e+00,1.475596218196595721e+01,5.133469875753189804e+00,6.703446716306234343e+00
1.772808583288692574e+01,8.592904621899231543e+00,3.261023988738246171e+00,1.060283427310023541e+01,-5.020576598923645051e-01,4.153425415381458485e+00
1.839870800547904039e+01,4.530131080743916350e+00,6.617798877718385597e+00,1.252199543643603974e+01,2.379935389764321396e+00,6.224306973171151114e+00
1.543198173372374349e+01,5.315842650968519045e+00,2.694539478939742772e+00,1.590762908254180807e+01,1.029706734658789147e+00,5.525932281148775438e+00
1.568023565432710242e+01,4.214209111717122980e+00,9.135472756670599992e+00,1.394073679420451306e+01,3.961033485409268806e+00,5.441539454326743908e+00
1.800488970847262493e+01,3.971153747660340905e+00,2.309135994895682220e+00,1.808965916465817969e+01,2.189155378461553614e+00,4.678862975011471192e+00
1.571471873908963168e+01,5.718607477802420958e-01,6.039546931436969857e+00,1.366323723829894909e+01,6.138374430531248649e+00,6.731827925455718287e+00
1.706924297902864396e+01,3.152119702775776133e+00,5.147787447343877609e+00,1.331658941432026744e+01,4.845378586964235623e+00,3.276439416069260702e+00
1.721734475805764930e+01,2.760633816672147578e+00,-8.643620067515746241e-02,1.823293250021878364e+01,3.467644207710900872e+00,7.852136359409497501e+00
1.789836083276853174e+01,1.460335897976998032e+00,1.539629293431738821e+00,1.692668230455921474e+01,2.106261231480155871e+00,3.508941475020896927e+00
1.729722138249119112e+01,4.396399020891648135e+00,3.258488174242628599e+00,1.699269106495519566e+01,4.893862577746851628e+00,1.664420446966329514e+00
1.613029312487528344e+01,6.362617077802912746e+00,2.402390447753526281e+00,1.432293218892234421e+01,6.001930963966217725e+00,1.298751729447372272e+00
1.580415536583721625e+01,6.726742432232323488e+00,6.471446119892096505e+00,1.762370527924201014e+01,8.336362181459168852e+00,7.249897047560364349e+00
1.639162703272231525e+01,4.574729398221814236e+00,2.418659781220574345e+00,1.425279277624513341e+01,5.732743465658888482e+00,5.583848505782323279e+00
1.542807991119196842e+01,1.168210506745329669e+00,3.262494689533647296e+00,1.731805623882407730e+01,4.667195248931518492e+00,4.302042343420218184e-01
1.602034979858656527e+01,7.986810837769738214e+00,4.197628412261922293e+00,1.457151094693263715e+01,7.006906587041551226e+00,3.439106826215350576e+00
1.421478544996703697e+01,3.910652586055395119e+00,2.299639419138734819e+00,1.643701777190021218e+01,4.994218569196505086e+00,5.551737232588549453e+00
1.476122614081136319e+01,6.068405458622825321e+00,5.301339872630305372e+00,1.554310901150734203e+01,5.059161913505265673e+00,3.989397028391129307e+00
1.712116138143760935e+01,6.156099742249979911e+00,5.710041585968379962e+00,1.566148913822699740e+01,9.350018896453555328e+00,1.602508194968327304e+00
1.546524071974245196e+01,4.784989230591585319e+00,3.368738154189356404e+00,1.892861284215091189e+01,5.453848717446605043e+00,3.516344564366113978e+00
1.688597684473450755e+01,6.343124131859339876e+00,2.432277432230930181e+00,1.693911638991917812e+01,5.082228482479647091e+00,3.912208091966784096e+00
1.775767835703358344e+01,5.564258916274336109e+00,2.656790073454582402e+00,1.621903670089412586e+01,4.164045009544305564e+00,-1.878239806724274763e-01
1.563677839965643024e+01,5.233736947961268093e+00,1.614979323913777076e+00,1.522666523305688813e+01,5.238097105837590917e+00,6.254635901184676383e-01
1.625446841300271927e+01,5.844742832370090291e+00,9.006883683642279426e-01,1.727223192424570186e+01,5.980166948235551949e+00,3.657395178253977974e+00
1.681319507356997889e+01,-1.850115436563214838e-02,1.006872222164229447e+00,1.694783282319896855e+01,8.403961081612429940e-01,5.745235662645438168e-01
