1.576750382005613105e+01,-1.150523605475803901e+00,-1.078180079765428445e+01,1.562436627833191949e+01,-1.796384253157514044e+00,-1.190970355631385580e+01,1.497313125857686344e+01,4.379781063482685588e-01,-9.967885971746211382e+00
1.420243736363772946e+01,-1.205488088784101297e-01,-1.017242350350536384e+01,1.507693258754432364e+01,5.352672368777803280e-01,-1.135352798971315558e+01,1.355241079978808116e+01,2.410887503672259624e-01,-9.662256873445640437e+00
1.211824348901802395e+01,-1.383350352929137439e-01,-9.942095320266865599e+00,1.430573596085107724e+01,1.070805642666092794e+00,-1.028212279096381998e+01,1.416024031455127208e+01,-2.419451123305307316e-01,-7.890677281145926258e+00
1.323735364930075775e+01,-6.585508975944702748e-01,-8.827947029172909410e+00,1.704894606816917246e+01,-4.356043924700268577e-01,-9.900911071634190819e+00,1.383988515430808519e+01,-1.849162750620703788e+00,-1.212482807528844830e+01
1.292653954763080648e+01,1.132251737630662891e+00,-1.075391590189609303e+01,1.303799205015634222e+01,5.113406383826302193e-01,-1.093623291571443623e+01,1.437728468416232985e+01,9.696198104505547866e-01,-9.883912519839530120e+00
1.424559002663726659e+01,1.071395104005793630e+00,-1.081829158628053733e+01,1.504851978429750581e+01,-1.215814878371465735e+00,-8.146425963754886368e+00,1.654238060746887129e+01,-1.086354298203992208e+00,-7.947723228351244451e+00
1.431296950831335657e+01,-1.662128774182278113e+00,-1.103241113902640436e+01,1.436334875125763588e+01,-2.693208468186861992e+00,-8.062134277175708519e+00,1.358155819781641327e+01,-2.247091662318803085e+00,-8.860521558663096542e+00
1.519268450280230098e+01,-9.584656365202932626e-01,-1.013671054571781660e+01,1.458334675863337360e+01,-1.042496313356944121e-01,-6.809603632923105998e+00,1.561094665013354188e+01,-1.762077978545326218e+00,-7.344193094788497689e+00
1.320134333662844028e+01,-2.275603068025313369e-01,-1.067440128303409885e+01,1.465803753231768347e+01,-1.780483996736568875e+00,-8.722182404906108744e+00,1.513482302729603646e+01,-4.396797444758535067e-01,-7.296600715125284076e+00
1.281365644035214046e+01,8.487756099866609893e-02,-9.378279000304708291e+00,1.563274252585818225e+01,-2.622810040981088608e+00,-9.410954041771280032e+00,1.505704354196547001e+01,-3.155489950017595469e+00,-7.681615959542081207e+00
1.217781057127709232e+01,-8.931880095607760417e-01,-1.135477633214111393e+01,1.468377083070326705e+01,-1.134501817529999457e+00,-9.351849803864430655e+00,1.528801238000992413e+01,-8.042111702545541307e-01,-7.047837233524921530e+00
1.259109145558974063e+01,8.652712074444257606e-02,-1.222060167706270306e+01,1.513776866955086753e+01,1.829789943971025512e-01,-9.553157605474536851e+00,1.567667144628268261e+01,-1.406723943884853334e+00,-9.211644455063016323e+00
1.361839433631191731e+01,2.128275918877230721e-01,-1.121589743308626197e+01,1.652895900957400244e+01,-7.357596838725983801e-01,-8.681687085821645056e+00,1.696887110368279394e+01,-8.121005586096974316e-01,-9.050538220696878966e+00
1.196019602457047526e+01,-2.668501843561628561e+00,-1.125778735652809104e+01,1.451168773960620051e+01,-3.868581509432934329e+00,-1.198052082173951760e+01,1.664889703700150392e+01,-4.755531265026177401e+00,-9.969026317249902291e+00
1.425545585237048840e+01,-1.968808992794706558e+00,-1.013155650296176979e+01,1.607907667671324603e+01,-2.959393164459457548e+00,-9.929008803602716426e+00,1.660482717882637616e+01,-2.756866872480006059e+00,-9.030008513622703958e+00
1.278373726012345557e+01,-1.965043016820648081e+00,-1.153995488642401668e+01,1.502661779891097105e+01,-2.689564382471136827e+00,-1.024103279190913796e+01,1.438701176003914028e+01,-3.754984869534774283e+00,-9.141411771043600254e+00
1.235045421600861815e+01,-1.919484427906352542e+00,-1.103170984739281302e+01,1.555825269456138571e+01,-3.540802552311522744e-01,-1.131482623229525153e+01,1.693710369250604231e+01,-3.838587395432959237e+00,-6.478924461496311515e+00
1.197783012417958304e+01,9.742153740303630682e-01,-1.149603758142387555e+01,1.662491193745872309e+01,-2.322633834489502558e+00,-1.234514032357221858e+01,1.573951452409181861e+01,-2.398935985309809116e+00,-1.039449581667432021e+01
1.301393718256185394e+01,-1.852970873741352609e+00,-8.937362286811334045e+00,1.376935474348734800e+01,8.811476043846536710e-01,-9.525088013548840493e+00,1.584768382988528579e+01,-5.176757755155827923e+00,-8.323555518737194348e+00
1.481588415139118275e+01,-1.827223831012960931e+00,-8.971697166081613162e+00,1.530065841228338464e+01,5.727450677231047393e-01,-8.943219553794122589e+00,1.749984099542558269e+01,-2.135477138030803967e+00,-9.117624788179087503e+00
