1.379233254699622790e+01,1.975899275466719374e+01,1.022450108948198633e+01,1.377852898694775874e+01,1.823806019128426925e+01,1.117891854532233609e+01
1.213356987322788072e+01,1.720646607852461685e+01,1.228140242007924599e+01,1.140718464636059082e+01,1.799398093819856115e+01,1.416210684690675592e+01
1.388235737197565101e+01,2.364810085845041243e+01,1.574685017881518512e+01,1.225954816332754405e+01,1.853462860634019194e+01,1.159409419573177757e+01
1.178713185300788346e+01,2.191164681873332043e+01,1.683648938579792542e+01,1.440184104727763348e+01,1.873879313142185765e+01,5.979046791981834197e+00
1.075015350820749127e+01,2.192532618217633100e+01,1.129012724433233217e+01,1.641551006580976235e+01,2.076322153023365047e+01,9.334257752040553413e+00
1.742669282673320552e+01,2.076058237684227947e+01,1.495754928560821462e+01,1.777528679384872490e+01,2.073111701875837909e+01,1.198679190227524316e+01
1.651789769215044146e+01,2.285771093810361876e+01,1.319376683683526075e+01,1.650470806922441724e+01,2.063411201828445485e+01,1.174970861302981540e+01
1.592950801630392199e+01,1.736977407221782954e+01,1.379881374052450482e+01,1.593688456881712234e+01,1.982603422800475457e+01,9.792461536612155015e+00
1.451491275488311139e+01,2.477959507670232142e+01,2.106425254068269126e+01,1.519993733798846769e+01,2.192336112254290370e+01,5.916191118140105232e+00
1.787510946023542502e+01,2.190670462181596534e+01,1.724376914911785619e+01,1.798452564235185491e+01,2.073201058851313405e+01,7.835099050412647870e+00
1.552853098070770699e+01,2.311026778492293232e+01,1.686193754679481316e+01,1.661383098468699160e+01,2.088423330498758190e+01,1.120218082794909797e+01
1.216985919744733735e+01,2.190486678410485055e+01,1.548160471352707468e+01,1.232237049345461877e+01,2.030158398409461284e+01,1.126698113906945942e+01
1.510520030608369701e+01,2.090707437743277097e+01,1.584339228024566992e+01,1.348945542457743052e+01,1.831064437069194639e+01,9.856590018859465729e+00
1.155389525024859054e+01,2.056832017945199809e+01,1.580663260555800953e+01,1.416531364909279311e+01,2.409447637682903220e+01,1.011073726680537455e+01
1.241667920605853048e+01,2.166109076415640544e+01,2.079331075897555436e+01,1.286869960647854327e+01,2.777399701770353957e+01,1.126728563152777696e+01
1.329454424520897149e+01,2.406078323906307048e+01,1.399374122580245583e+01,1.645323735267348297e+01,2.628703035122295262e+01,1.100985371640636856e+01
1.339457524355020368e+01,2.068443849884022967e+01,1.563603596913864635e+01,1.382208985186388261e+01,2.181128710786619962e+01,1.055508719610667079e+01
1.657192163575816579e+01,2.160023155533094297e+01,1.729435139994059156e+01,1.698792711697510072e+01,2.384635593094764161e+01,1.019083047844293155e+01
1.593021955244548593e+01,1.943097054249702893e+01,1.637277735807466783e+01,1.251862509735105355e+01,2.153321549689993475e+01,7.740592773094934209e+00
1.279724672026149612e+01,1.989823311727206345e+01,1.344282730775273826e+01,1.506603892395673405e+01,2.089547929319494557e+01,8.949053312685993689e+00
